"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","sg_putt_pred","sg_putt_rank","sg_arg_pred","sg_arg_rank","sg_app_pred","sg_app_rank","sg_ott_pred","sg_ott_rank","sg_total_pred","sg_total_rank","distance_pred","distance_rank","accuracy_pred","accuracy_rank","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","top_20","top_10","top_5","win","odds_per_dollar","residuals","proj_own_avg","course_fit","own_change","adj_own","one","date","tournament"
"11","Maverick McNealy",23444518,8800,73.32,74.74,19,100,33,70.6,3.9,74.5,0.44,3.95,0.358,20,0.104,95,0.109,112,0.27,75,0.842,48,7.903,75,-0.003,198,0.792,26,0.02,0.049,0.005,-0.024,0.041,-0.032,-0.002,-0.022,-0.056,0.826,0.6774,0.2959,0.1664,0.0894,0.0186,2.11,-0.19,9.97,1.67,7.42,20,1,2022-07-31,"Rocket Mortgage Classic"
"12","Sahith Theegala",23444519,8700,66.85,73.05,14.2,99.5,32.5,68.1,3.4,71.5,0.27,3.95,0.056,154,0.16,59,0.227,71,0.275,74,0.718,58,5.061,117,-0.039,323,0.536,24,0.026,0.081,-0.036,0.111,-0.035,-0.021,-0.018,-0.024,-0.063,0.62,0.6377,0.2469,0.1309,0.0663,0.0131,1.51,-0.71,8.05,0.57,2.21,10,1,2022-07-31,"Rocket Mortgage Classic"
"13","Davis Riley",23444520,8600,63.81,75.38,15.3,100.5,33,69.5,3.7,73.2,0.42,3.95,0.062,147,0.002,177,0.373,40,0.373,41,0.809,49,7.548,81,0.02,131,0.704,25,0.023,0.018,-0.018,0.082,-0.04,-0.031,0.009,-0.031,-0.053,0.716,0.6575,0.271,0.1462,0.0772,0.0161,1.87,-0.27,8.49,1.06,4.64,15,1,2022-07-31,"Rocket Mortgage Classic"
"14","Cameron Tringale",23444521,8500,62.67,75.17,11.6,100.5,33,71.2,4,75.2,0.6,3.95,0.21,66,0.106,94,0.309,52,0.144,122,0.769,52,1.491,185,0.015,143,0.719,34,-0.007,0.033,0.004,0.02,0.093,-0.006,0.006,-0.035,-0.034,0.827,0.6753,0.2924,0.1656,0.0907,0.0198,2.33,0.25,7.01,1.32,6.07,15,1,2022-07-31,"Rocket Mortgage Classic"
"15","Adam Hadwin",23444522,8400,65.32,77.05,12.8,102,33.5,70.6,3.9,74.4,0.59,3.95,0.211,65,0.281,9,0.185,83,0.082,158,0.759,53,-1.288,241,0.049,60,0.771,34,-0.007,0.016,-0.004,-0.017,-0.013,0.006,0.022,-0.03,-0.002,0.744,0.661,0.277,0.1538,0.0826,0.017,2.02,0,7.49,2.04,9.18,20,1,2022-07-31,"Rocket Mortgage Classic"
"16","Webb Simpson",23444523,8300,60.74,75.23,8.9,100.5,33,67.5,3.3,70.8,0.37,3.95,0.127,112,0.184,43,0.263,62,0.097,146,0.671,64,-0.601,226,0.044,70,0.739,36,-0.014,0,-0.067,0.013,-0.031,0.003,0.02,-0.031,-0.008,0.631,0.6377,0.2525,0.1359,0.0699,0.0134,1.61,-0.36,5.93,1.56,6.84,15,1,2022-07-31,"Rocket Mortgage Classic"
"17","Russell Henley",23444524,8200,73.06,76.88,9.8,101.5,33.5,71,4,75,0.7,3.95,0.016,182,0.183,45,0.603,17,0.116,138,0.918,35,-2.796,269,0.056,48,0.979,33,-0.002,0.05,-0.006,-0.104,-0.047,0.012,0.025,-0.056,-0.019,0.852,0.6815,0.3058,0.1736,0.097,0.0199,2.43,0.51,6.29,1.52,7.1,15,1,2022-07-31,"Rocket Mortgage Classic"
"18","Gary Woodland",23444525,8100,52.76,70.08,6.6,98,31.5,67.8,3.4,71.2,0.47,3.95,-0.042,224,0.042,143,0.367,42,0.387,39,0.754,54,8.68,59,-0.008,217,0.624,38,-0.018,0.042,0.027,0.079,-0.051,-0.035,-0.004,-0.028,-0.068,0.635,0.6403,0.2545,0.137,0.0705,0.0146,1.8,-0.08,5.01,0.63,2.8,10,1,2022-07-31,"Rocket Mortgage Classic"
"19","Mark Hubbard",23444526,8000,74.74,70.48,9.7,97,31.5,67.4,3.3,70.6,0.47,3.95,0.287,38,0.085,112,0.303,54,-0.094,222,0.581,69,-9.712,369,0.039,83,0.803,33,-0.002,-0.016,-0.071,-0.133,0.009,0.04,0.017,-0.038,0.019,0.609,0.6377,0.2427,0.1266,0.0647,0.0113,1.41,-0.41,6.25,1.14,4.92,10,1,2022-07-31,"Rocket Mortgage Classic"
"20","Si Woo Kim",23444527,7900,61.92,71.39,10,97.5,32,70.9,4,74.9,0.8,3.95,0.069,144,0.227,27,0.304,53,0.259,77,0.858,45,0.508,207,0.048,61,0.735,27,0.018,0.036,-0.006,0.075,-0.032,-0.002,0.021,-0.033,-0.013,0.813,0.6732,0.2915,0.1637,0.0889,0.0186,2.35,0.6,6.37,1.68,7.86,15,1,2022-07-31,"Rocket Mortgage Classic"
"21","Chris Kirk",23444528,7800,64.57,79.99,16.9,103.5,35,72.1,4.3,76.4,0.94,3.95,0.028,176,0.292,6,0.201,79,0.341,56,0.862,43,-1.318,243,0.051,56,0.846,37,-0.015,-0.075,0.014,0.091,0.043,0.006,0.023,-0.025,0.003,0.907,0.6904,0.3135,0.1815,0.1006,0.0225,2.88,1.22,9.13,1.65,8.03,20,1,2022-07-31,"Rocket Mortgage Classic"
"22","Scott Stallings",23444529,7700,57.54,70.52,14,97.5,31.5,66.7,3.1,69.9,0.52,3.95,0.124,114,0.007,174,0.32,50,0.071,163,0.523,76,4.398,133,-0.02,257,0.655,37,-0.015,0.028,-0.011,-0.134,0.047,-0.018,-0.009,-0.03,-0.057,0.512,0.6139,0.2283,0.1211,0.0611,0.0125,1.62,0.05,7.97,0.53,2.41,10,1,2022-07-31,"Rocket Mortgage Classic"
"23","Kevin Streelman",23444530,7700,57,70.83,9.5,97,32,63,2.6,65.6,0.22,3.95,-0.057,240,0.056,134,0.121,107,0.162,113,0.282,106,-4.748,303,0.082,16,0.522,43,-0.036,-0.155,-0.013,-0.037,-0.028,0.02,0.037,-0.01,0.047,0.3,0.5745,0.1802,0.0879,0.043,0.0074,0.96,-0.61,6.17,0.87,3.61,10,1,2022-07-31,"Rocket Mortgage Classic"
"24","Troy Merritt",23444532,7600,60.04,68.71,9.4,95.5,31.5,66.1,3,69.1,0.5,3.95,0.19,76,-0.019,199,0.071,135,0.137,129,0.379,90,-7.222,341,0.046,65,0.468,36,-0.013,-0.078,0.019,-0.018,0.073,0.03,0.021,-0.013,0.038,0.489,0.6139,0.216,0.1119,0.0557,0.0108,1.42,-0.05,6.13,0.66,2.95,10,1,2022-07-31,"Rocket Mortgage Classic"
"25","Cameron Champ",23444533,7600,49.24,57.97,10.7,88.5,29,60.8,2.2,63,0.08,3.95,-0.168,329,-0.263,403,0.047,145,0.571,15,0.186,120,18.99,8,-0.02,258,-0.07,27,0.018,0.041,-0.002,0.199,0.01,-0.078,-0.009,0.013,-0.075,0.121,0.5327,0.1502,0.0726,0.0339,0.0064,0.84,-0.63,6.65,-0.4,-2.12,5,1,2022-07-31,"Rocket Mortgage Classic"
"26","Jason Day",23444534,7500,57.9,67.79,3.7,95,31.5,65,2.9,67.9,0.46,3.95,0.119,120,0.236,23,0.015,161,0.082,157,0.452,84,4.849,122,-0.01,221,0.409,34,-0.007,0.049,-0.041,0.042,-0.014,-0.02,-0.005,-0.01,-0.035,0.403,0.5935,0.2041,0.1048,0.0528,0.0102,1.36,0,3.85,1.17,5.26,10,1,2022-07-31,"Rocket Mortgage Classic"
"27","Brendan Steele",23444535,7500,54.92,70.07,11.1,96.5,32,68.6,3.5,72.2,0.76,3.95,-0.367,403,-0.079,265,0.484,31,0.708,7,0.746,55,6.838,90,0.038,86,0.56,39,-0.022,-0.018,0.012,0.213,-0.028,-0.028,0.017,-0.024,-0.035,0.683,0.6479,0.2646,0.1447,0.0765,0.0149,1.99,0.63,6.81,0,0.32,10,1,2022-07-31,"Rocket Mortgage Classic"
"28","Matt Kuchar",23444536,7500,70.32,64.26,9.2,92.5,30.5,64.7,2.8,67.6,0.44,3.95,0.379,17,0.343,1,0.013,165,-0.319,296,0.417,88,-12.154,392,0.055,49,0.866,44,-0.037,-0.128,0.036,-0.32,-0.04,0.05,0.025,-0.025,0.05,0.427,0.5984,0.1992,0.0973,0.0476,0.0084,1.12,-0.24,6.05,2.03,9.02,15,1,2022-07-31,"Rocket Mortgage Classic"
"29","Taylor Pendrith",23444537,7500,65.59,74.75,12.7,99.5,33,69,3.6,72.6,0.79,3.95,0.038,166,0.056,133,0.137,98,0.636,12,0.867,42,19.298,7,-0.038,319,0.653,31,0.005,0.02,0.011,0.178,-0.04,-0.079,-0.017,-0.01,-0.107,0.72,0.6587,0.2695,0.1449,0.0765,0.0158,2.11,0.75,7.45,0.93,4.56,15,1,2022-07-31,"Rocket Mortgage Classic"
"30","Jhonattan Vegas",23444538,7400,63.33,69.38,8.2,96.5,31.5,64.7,2.8,67.5,0.47,3.95,-0.17,330,-0.088,273,0.427,35,0.415,36,0.585,68,15.554,19,-0.039,324,0.497,37,-0.017,0.049,0.018,0.037,-0.04,-0.064,-0.018,-0.025,-0.106,0.438,0.6078,0.2053,0.1011,0.0495,0.0093,1.26,0.02,5.65,-0.06,-0.26,5,1,2022-07-31,"Rocket Mortgage Classic"
"31","Alex Smalley",23444539,7400,56.92,67.8,6.7,95.5,31,65.2,2.9,68.1,0.51,3.95,-0.146,314,-0.002,181,0.347,46,0.343,54,0.543,74,7.075,88,0.024,121,0.406,25,0.023,-0.001,-0.005,0.12,-0.04,-0.029,0.01,-0.022,-0.041,0.462,0.6063,0.2128,0.1083,0.0549,0.0107,1.45,0.21,5.05,0.53,2.49,10,1,2022-07-31,"Rocket Mortgage Classic"
"32","Ryan Palmer",23444541,7400,52.4,63.77,3.7,92.5,30.5,61,2.1,63.1,0.16,3.95,-0.065,245,0.025,161,0.004,169,0.234,86,0.199,118,5.015,120,-0.001,188,0.227,45,-0.043,-0.017,0.013,0.019,-0.04,-0.02,-0.001,0.002,-0.019,0.14,0.5455,0.1577,0.0777,0.0375,0.0072,0.97,-0.27,3.85,0.19,0.72,5,1,2022-07-31,"Rocket Mortgage Classic"
"33","C.T. Pan",23444542,7300,62.96,69.57,5.8,97,31.5,64.8,2.8,67.6,0.51,3.95,0.089,133,0.103,96,0.181,85,0.075,160,0.448,85,-2.202,257,0.046,63,0.453,30,0.007,-0.002,-0.001,-0.009,-0.042,0.009,0.021,-0.021,0.009,0.415,0.6016,0.2045,0.1042,0.0513,0.0096,1.32,0.2,4.69,1.11,5.1,10,1,2022-07-31,"Rocket Mortgage Classic"
"34","Harris English",23444543,7300,54.59,54.93,4.2,85.85,28.5,58.4,1.8,60.2,0,3.95,0.356,21,0.237,22,-0.104,210,-0.528,361,-0.039,164,-1.051,237,0.007,167,0.343,33,-0.001,0.003,-0.176,-0.209,-0.029,0.005,0.003,-0.009,-0.002,-0.071,0.4975,0.12,0.0532,0.0241,0.0039,0.53,-0.59,4.05,1.58,6.82,10,1,2022-07-31,"Rocket Mortgage Classic"
"35","Rickie Fowler",23444544,7300,51.97,60.97,5.4,90.5,29.5,62.3,2.4,64.7,0.31,3.95,0.042,162,0.23,24,0.069,136,-0.058,200,0.282,105,5.95,105,-0.001,190,0.18,33,-0.003,0.059,-0.01,0.056,0.026,-0.024,-0.001,-0.012,-0.037,0.271,0.569,0.1802,0.089,0.0437,0.0076,1.04,-0.08,4.53,1.16,5.18,10,1,2022-07-31,"Rocket Mortgage Classic"
"36","Nick Hardy",23444545,7300,59.92,66.62,8,95,31,64.4,2.8,67.2,0.48,3.95,0.178,81,-0.058,236,0.044,149,0.334,57,0.498,80,8.869,56,-0.024,273,0.337,26,0.02,0.039,0.058,0.044,-0.04,-0.036,-0.011,-0.006,-0.054,0.405,0.5935,0.1984,0.1003,0.0494,0.0092,1.26,0.14,5.57,0.49,2.28,10,1,2022-07-31,"Rocket Mortgage Classic"
"37","Mackenzie Hughes",23444546,7300,55.39,59.11,3.6,89.35,29.5,61.7,2.4,64.1,0.27,3.95,0.403,14,0.201,38,-0.069,196,-0.326,300,0.209,115,0.089,215,-0.029,293,0.365,31,0.003,0.011,-0.015,-0.156,0.031,0,-0.013,-0.013,-0.027,0.213,0.5536,0.1667,0.0794,0.0375,0.0068,0.93,-0.19,3.81,1.23,5.44,10,1,2022-07-31,"Rocket Mortgage Classic"
"38","Adam Svensson",23444547,7200,58.43,63.42,10.6,92,30.5,60.8,2.1,62.9,0.22,3.95,0.098,130,-0.075,253,0.144,95,-0.065,205,0.102,137,-5.735,321,0.041,77,0.279,28,0.013,-0.03,-0.018,-0.143,-0.025,0.024,0.018,-0.014,0.028,0.104,0.5327,0.1464,0.07,0.0323,0.0053,0.74,-0.25,6.61,0.32,1.31,10,1,2022-07-31,"Rocket Mortgage Classic"
"39","Wyndham Clark",23444548,7200,56.12,60.1,8.3,89,29.5,64.8,2.9,67.7,0.55,3.95,0.157,90,0.158,60,-0.065,192,0.297,66,0.547,73,16.623,15,-0.07,389,0.262,28,0.013,-0.008,0.001,0.278,-0.003,-0.068,-0.032,-0.001,-0.101,0.443,0.6,0.2096,0.1082,0.0533,0.011,1.53,0.54,5.69,0.87,4.19,10,1,2022-07-31,"Rocket Mortgage Classic"
"40","Joel Dahmen",23444549,7200,59.57,61.54,1.6,90.5,30,62.6,2.5,65.1,0.37,3.95,-0.117,288,-0.092,281,0.256,65,0.248,81,0.296,101,-4.85,305,0.082,15,0.333,34,-0.007,-0.049,0.019,-0.001,-0.013,0.02,0.037,-0.015,0.042,0.325,0.5781,0.1818,0.0898,0.0437,0.008,1.11,0.12,3.01,0.36,1.68,5,1,2022-07-31,"Rocket Mortgage Classic"
"41","Doug Ghim",23444550,7200,51.64,65.69,5.3,93.5,31,64.4,2.7,67.1,0.51,3.95,-0.066,246,-0.014,194,0.208,78,0.237,85,0.365,91,-3.042,270,0.06,41,0.241,26,0.021,0.005,-0.008,0.106,-0.005,0.013,0.027,-0.015,0.025,0.385,0.5902,0.1957,0.0972,0.0474,0.0077,1.07,0.08,4.49,0.51,2.34,5,1,2022-07-31,"Rocket Mortgage Classic"
"42","Kurt Kitayama",23444551,7200,51.95,63.43,7.8,91.5,30,60.6,2.1,62.7,0.21,3.95,-0.077,254,-0.013,193,0.135,99,0.173,106,0.217,113,12.722,31,-0.069,386,0.043,29,0.01,-0.009,0.048,0.125,-0.058,-0.052,-0.031,-0.006,-0.09,0.07,0.5238,0.1433,0.0673,0.0322,0.0051,0.71,-0.28,5.49,-0.3,-1.49,5,1,2022-07-31,"Rocket Mortgage Classic"
"43","Luke List",23444552,7200,54.54,68.51,4.4,96,31.5,67.2,3.3,70.4,0.75,3.95,-0.474,421,0.008,173,0.477,32,0.711,6,0.721,56,14.949,21,-0.025,277,0.394,37,-0.016,0.031,-0.002,0.313,-0.026,-0.061,-0.012,-0.021,-0.094,0.6,0.631,0.237,0.1241,0.0648,0.0133,1.85,0.86,4.13,-0.36,-1.19,5,1,2022-07-31,"Rocket Mortgage Classic"
"44","Patrick Rodgers",23444553,7100,56.98,64.46,1.7,93.5,30.5,62.1,2.3,64.5,0.37,3.95,0.286,40,-0.078,262,0.013,164,0.084,155,0.305,99,10.243,46,-0.051,357,0.462,30,0.008,-0.051,-0.019,-0.096,-0.003,-0.042,-0.023,-0.007,-0.072,0.229,0.5575,0.1603,0.0751,0.0344,0.0053,0.75,-0.13,3.05,0.42,1.82,5,1,2022-07-31,"Rocket Mortgage Classic"
"45","Greyson Sigg",23444554,7100,57.62,61.93,5.1,91,30,61.8,2.4,64.1,0.34,3.95,0.003,192,-0.044,220,0.169,90,0.139,127,0.267,108,-3.846,288,0.028,110,0.188,27,0.017,0.054,-0.015,0.022,-0.04,0.016,0.013,-0.013,0.015,0.242,0.5595,0.1684,0.0831,0.0407,0.0071,1,0.12,4.41,0.14,0.69,5,1,2022-07-31,"Rocket Mortgage Classic"
"46","Danny Willett",23444555,7100,50.8,59.51,1.4,89.5,29.5,61.4,2.3,63.7,0.31,3.95,0.185,79,0.224,28,-0.168,227,-0.081,213,0.161,124,0.428,209,-0.018,250,0.179,34,-0.007,0.02,-0.008,-0.024,0.008,-0.002,-0.008,0.002,-0.008,0.16,0.5455,0.152,0.0721,0.0325,0.0056,0.79,-0.09,2.93,0.85,3.78,5,1,2022-07-31,"Rocket Mortgage Classic"
"47","Stewart Cink",23444556,7100,50.89,61.76,1.8,90.5,30.5,62.5,2.4,64.9,0.39,3.95,-0.134,301,-0.075,252,0.144,96,0.368,43,0.303,100,5.896,107,-0.007,214,0.257,49,-0.054,-0.018,0.015,0.103,-0.038,-0.024,-0.004,-0.004,-0.032,0.233,0.5575,0.1733,0.0853,0.0406,0.0084,1.18,0.3,3.09,-0.23,-0.89,0,1,2022-07-31,"Rocket Mortgage Classic"
"48","Callum Tarren",23444557,7100,54.48,63.79,9.1,92,31,61.1,2.2,63.3,0.28,3.95,0.028,175,-0.104,297,0.18,86,0.188,100,0.292,103,14.045,25,-0.067,384,0.255,31,0.003,0.048,-0.016,0.001,-0.04,-0.058,-0.031,-0.011,-0.099,0.153,0.5434,0.156,0.0728,0.0349,0.0056,0.79,-0.09,6.01,-0.19,-0.9,5,1,2022-07-31,"Rocket Mortgage Classic"
"49","Hank Lebioda",23444559,7100,48.44,58.51,1.9,88,29,56.9,1.7,58.7,-0.02,3.95,0.148,93,0.066,125,-0.068,195,-0.288,283,-0.142,185,-1.971,256,0.01,159,-0.079,28,0.014,0.01,-0.007,-0.08,0.032,0.008,0.004,-0.001,0.012,-0.098,0.4926,0.1147,0.0502,0.0213,0.0035,0.49,-0.39,3.13,0.56,2.33,5,1,2022-07-31,"Rocket Mortgage Classic"
"50","Trey Mullinax",23444560,7000,53.94,60.66,1.7,89.85,29.5,56.6,1.6,58.2,-0.02,3.95,-0.149,316,-0.14,323,0.005,168,0.275,73,-0.009,158,16.31,17,-0.073,396,-0.114,30,0.008,-0.005,-0.012,0.112,-0.041,-0.067,-0.033,0.011,-0.089,-0.139,0.4808,0.1127,0.0503,0.0221,0.0032,0.46,-0.3,3.05,-0.8,-3.75,0,1,2022-07-31,"Rocket Mortgage Classic"
"51","Austin Smotherman",23444561,7000,58.7,62.84,3.4,92,30.5,60,2.1,62,0.23,3.95,-0.091,260,-0.185,353,0.132,102,0.301,65,0.157,125,5.918,106,0.026,116,0.074,28,0.015,0.029,-0.012,0.051,-0.04,-0.024,0.011,-0.002,-0.014,0.102,0.5283,0.1495,0.0685,0.0319,0.0043,0.61,-0.15,3.73,-0.05,-0.3,5,1,2022-07-31,"Rocket Mortgage Classic"
"52","Dylan Frittelli",23444562,7000,54.79,56.78,0.8,87,29,60.8,2.2,62.9,0.3,3.95,0.107,126,0.094,103,0.096,120,-0.104,224,0.193,119,5.552,111,-0.068,385,0.156,32,0.002,0.056,0.002,-0.023,-0.022,-0.023,-0.031,-0.013,-0.067,0.104,0.537,0.1453,0.0675,0.0307,0.0054,0.77,0.01,2.69,0.08,0.37,5,1,2022-07-31,"Rocket Mortgage Classic"
"53","Michael Gligic",23444563,7000,56.95,57.89,5,88,29,59.3,2,61.3,0.18,3.95,0.104,129,-0.068,248,-0.13,216,0.131,132,0.036,147,1.668,183,-0.012,226,0.02,32,-0.001,0.004,-0.004,0.016,0.009,-0.007,-0.006,0.01,-0.003,0.042,0.5192,0.1389,0.0649,0.0294,0.0049,0.7,-0.06,4.37,-0.07,-0.35,5,1,2022-07-31,"Rocket Mortgage Classic"
"54","James Hahn",23444564,7000,50.5,58.95,3.7,88.5,29.5,58.2,1.9,60.1,0.1,3.95,-0.095,265,-0.011,190,-0.032,178,0.12,137,-0.019,160,0.4,210,0.017,134,0.096,40,-0.026,-0.054,-0.044,0.009,-0.055,-0.001,0.008,0.006,0.013,-0.062,0.5,0.1224,0.0546,0.0247,0.0038,0.54,-0.22,3.85,-0.04,-0.29,5,1,2022-07-31,"Rocket Mortgage Classic"
"55","Patton Kizzire",23444565,7000,56.64,58.06,1.8,88.35,29,59.5,2,61.5,0.2,3.95,0.017,181,0.023,163,0.1,116,-0.079,211,0.062,141,3.549,147,-0.029,291,-0.062,36,-0.012,0.078,0.044,0.014,0.006,-0.014,-0.013,-0.009,-0.036,0.031,0.5146,0.1326,0.0602,0.0261,0.0039,0.56,-0.2,3.09,0.02,-0.01,5,1,2022-07-31,"Rocket Mortgage Classic"
"56","Adam Schenk",23444566,7000,45.71,56.93,1.1,87.5,28.5,61.3,2.3,63.6,0.34,3.95,-0.044,225,-0.161,336,0.187,82,0.123,135,0.105,135,3.474,149,-0.008,216,0.064,30,0.007,-0.007,-0.027,0.068,0.057,-0.014,-0.004,-0.009,-0.027,0.135,0.5434,0.1543,0.0734,0.0335,0.0058,0.83,0.07,2.81,-0.38,-1.68,0,1,2022-07-31,"Rocket Mortgage Classic"
"57","Matthias Schwab",23444567,7000,56.27,57.07,1.9,86.5,29,57.3,1.7,59,0.02,3.95,0.051,159,0.146,70,0.064,140,-0.25,272,0.012,155,-1.531,248,-0.016,244,-0.068,27,0.017,0.078,0.006,-0.022,-0.04,0.007,-0.008,-0.011,-0.012,-0.041,0.4975,0.1149,0.0498,0.0224,0.003,0.43,-0.33,3.13,0.34,1.37,5,1,2022-07-31,"Rocket Mortgage Classic"
"58","Brandon Wu",23444568,6900,50.89,55.76,1.8,86.5,28.5,58.5,1.9,60.3,0.15,3.95,-0.034,214,-0.238,388,0.032,155,0.222,88,-0.018,159,-0.734,230,0.016,139,-0.13,25,0.024,0.008,0.012,0.068,-0.04,0.003,0.007,0.005,0.015,-0.043,0.5025,0.1248,0.0561,0.0253,0.0039,0.57,-0.09,3.09,-0.61,-2.79,0,1,2022-07-31,"Rocket Mortgage Classic"
"59","Tyler Duncan",23444569,6900,55.65,60.38,1.3,90,29.5,60.6,2.1,62.7,0.32,3.95,-0.137,305,-0.076,259,0.09,123,0.155,116,0.031,148,-4.913,308,0.069,28,0.068,33,-0.001,-0.05,0.01,0.003,0.013,0.02,0.031,-0.001,0.05,0.093,0.5305,0.1464,0.0676,0.0316,0.0052,0.75,0.09,2.89,0.09,0.45,5,1,2022-07-31,"Rocket Mortgage Classic"
"60","Brice Garnett",23444570,6900,48.36,59.12,1.8,89,29,56.6,1.6,58.2,0,3.95,0.031,170,0.026,159,-0.226,245,0.003,182,-0.165,192,-4.639,301,0.057,47,-0.107,38,-0.02,-0.065,0,0.027,-0.003,0.019,0.025,0.017,0.061,-0.107,0.4878,0.1079,0.0476,0.0213,0.003,0.43,-0.23,3.09,0.49,2.09,5,1,2022-07-31,"Rocket Mortgage Classic"
